study_gold_id	path_count	paths
Gs0141809	5	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal|Host-associated > Mammals: Human > Digestive system > Oral cavity|Host-associated > Mammals: Human > Integumentary system > Skin|Host-associated > Mammals: Human > Reproductive system > Vagina|Host-associated > Mammals: Human > Respiratory system > Nasal cavity
Gs0141810	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0141811	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0141812	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0141813	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0141814	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0141815	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0141816	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0141817	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0141818	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0141819	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0141820	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0141821	1	Host-associated > Plants > Phyllosphere > Carposphere
Gs0141827	3	Engineered > Modeled > Simulated communities (microbial mixture)|Environmental > Terrestrial > Soil > Agricultural land|Environmental > Terrestrial > Soil > Riparian soil
Gs0141831	4	Environmental > Aquatic > Marine > Bathypelagic|Environmental > Aquatic > Marine > Epipelagic|Environmental > Aquatic > Marine > Mesopelagic|Environmental > Aquatic > Marine > Seaweed
Gs0141841	17	Engineered > Built environment > Cement wall|Environmental > Aquatic > Freshwater > Creek|Environmental > Aquatic > Freshwater > Lake|Environmental > Aquatic > Freshwater > Lake > Biofilm|Environmental > Aquatic > Freshwater > Lake > Microbial mats|Environmental > Aquatic > Freshwater > Pond > Sediment|Environmental > Aquatic > Freshwater > Puddle > Microbial mats|Environmental > Terrestrial > Deep subsurface > Cave > Wall surface|Environmental > Terrestrial > Rock-dwelling (subaerial biofilms)|Environmental > Terrestrial > Soil|Environmental > Terrestrial > Soil > Clay|Environmental > Terrestrial > Soil > Desert|Environmental > Terrestrial > Soil > Grasslands|Environmental > Terrestrial > Soil > Sand > Desert|Environmental > Terrestrial > Soil > Soil crust > Biological|Environmental > Terrestrial > Soil > Soil crust > Physical|Environmental > Terrestrial > Soil > Tailings
Gs0141847	1	Environmental > Aquatic > Freshwater > Sediment
Gs0141867	3	Environmental > Aquatic > Freshwater|Environmental > Aquatic > Freshwater > Lake|Environmental > Aquatic > Freshwater > Lentic
Gs0141875	1	Environmental > Aquatic > Marine > Pelagic zone
Gs0141876	3	Environmental > Terrestrial > Soil > Temperate forest > Bulk soil|Environmental > Terrestrial > Soil > Tropical forest > Bulk soil|Host-associated > Plants > Roots
Gs0141877	1	Environmental > Terrestrial > Soil > Temperate forest > Bulk soil
Gs0141878	1	Environmental > Terrestrial > Soil > Temperate forest > Bulk soil
Gs0141882	1	Engineered > Wastewater > Industrial wastewater > Mine water > Sediment
Gs0141883	1	Environmental > Aquatic > Non-marine Saline and Alkaline > Salt crystallizer ponds
Gs0141887	1	Environmental > Aquatic > Marine > Coastal
Gs0141904	2	Host-associated > Mammals: Human > Reproductive system > Fallopian tubes|Host-associated > Mammals: Human > Reproductive system > Uterus > Cervix
Gs0141905	1	Host-associated > Mammals > Digestive system > Large intestine > Fecal
Gs0141906	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0141907	1	Environmental > Terrestrial > Soil > Agricultural land
Gs0141908	1	Environmental > Aquatic > Marine > Wetlands > Sediment
Gs0141909	1	Environmental > Aquatic > Marine > Wetlands > Sediment
Gs0141910	1	Environmental > Aquatic > Marine
Gs0141911	1	Host-associated > Invertebrates > Cnidaria > Coral
Gs0141912	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0141913	2	Environmental > Aquatic > Marine > Intertidal zone > Coral reef|Host-associated > Invertebrates > Cnidaria > Coral
Gs0141914	1	Host-associated > Mammals > Digestive system > Large intestine > Fecal
Gs0141915	4	Environmental > Aquatic > Freshwater > Lake|Environmental > Aquatic > Freshwater > River|Environmental > Aquatic > Marine|Host-associated > Arthropoda: Crustaceans > Whole body
Gs0141916	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0141917	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0141918	1	Host-associated > Mammals > Digestive system > Large intestine > Fecal
Gs0141919	1	Environmental > Aquatic > Freshwater > Wetlands > Sediment
Gs0141920	1	Environmental > Terrestrial > Soil
Gs0141921	1	Environmental > Terrestrial > Soil
Gs0141922	1	Environmental > Aquatic > Freshwater > Lake
Gs0141923	1	Environmental > Aquatic > Freshwater > River
Gs0141924	1	Environmental > Aquatic > Freshwater > Lake
Gs0141925	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0141926	1	Host-associated > Mammals > Digestive system > Large intestine > Fecal
Gs0141927	1	Environmental > Aquatic > Freshwater > Pond
Gs0141928	1	Engineered > Food production > Fermented beverages
Gs0141929	1	Environmental > Terrestrial > Soil > Peat
Gs0141930	1	Environmental > Aquatic > Freshwater > Wetlands
Gs0141931	6	Engineered > Bioreactor > Anaerobic|Engineered > Wastewater > Industrial wastewater > Mine water|Environmental > Aquatic > Non-marine Saline and Alkaline > Saline|Environmental > Aquatic > Sediment|Environmental > Terrestrial > Asphalt lakes|Environmental > Terrestrial > Oil reservoir
Gs0141932	2	Environmental > Aquatic > Freshwater > Lake|Environmental > Aquatic > Freshwater > Lake > Sediment
Gs0141933	1	Host-associated > Mammals > Digestive system > Large intestine > Fecal
Gs0141934	2	Environmental > Aquatic > Non-marine Saline and Alkaline > Saline|Environmental > Aquatic > Non-marine Saline and Alkaline > Saline > Sediment
Gs0141935	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0141936	2	Engineered > WWTP > Wastewater|Environmental > Aquatic > Freshwater > Creek
Gs0141937	1	Host-associated > Invertebrates > Echinodermata > Sea Star
Gs0141938	1	Host-associated > Invertebrates > Echinodermata > Sea Star
Gs0141939	2	Host-associated > Birds > Digestive system > Large intestine > Fecal|Host-associated > Mammals > Digestive system > Large intestine > Fecal
Gs0141940	5	Engineered > Modeled > Simulated communities (microbial mixture)|Host-associated > Algae > Diatoms|Host-associated > Algae > Green algae|Host-associated > Algae > Haptophytes|Host-associated > Mollusca > Digestive system
Gs0141941	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0141942	2	Environmental > Terrestrial > Soil > Bulk soil|Host-associated > Plants > Roots > Rhizosphere > Soil
Gs0141943	1	Environmental > Aquatic > Freshwater > Lake > Sediment
Gs0141944	2	Environmental > Aquatic > Marine > Ocean trench|Environmental > Aquatic > Marine > Oceanic
Gs0141945	1	Environmental > Aquatic > Marine > Coastal
Gs0141946	3	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal|Host-associated > Mammals: Human > Digestive system > Oral cavity > Saliva|Host-associated > Mammals: Human > Reproductive system > Vagina
Gs0141963	1	Environmental > Terrestrial > Soil > Agricultural land
Gs0141964	2	Environmental > Aquatic > Marine > Wetlands|Environmental > Aquatic > Marine > Wetlands > Sediment
Gs0141965	1	Environmental > Aquatic > Marine > Oceanic
Gs0141982	1	Host-associated > Arthropoda: Crustaceans > Digestive system > Gut
Gs0141988	1	Engineered > Modeled > Simulated communities (microbial mixture)
Gs0141990	1	Environmental > Aquatic > Marine > Oceanic > Photic zone
Gs0141992	2	Environmental > Aquatic > Freshwater > Ice > Glacier|Environmental > Aquatic > Marine > Volcanic
Gs0141999	2	Environmental > Aquatic > Marine > Oceanic > Aphotic zone|Environmental > Aquatic > Marine > Oceanic > Photic zone
Gs0142001	1	Environmental > Aquatic > Freshwater > Lake > Sediment
Gs0142002	1	Environmental > Aquatic > Freshwater > Lake
Gs0142003	2	Environmental > Terrestrial > Soil > Agricultural land > Bulk soil|Host-associated > Plants > Roots > Rhizosphere > Soil
Gs0142021	1	Environmental > Aquatic > Marine > Coastal
Gs0142022	1	Engineered > Bioreactor > Anaerobic
Gs0142027	1	Environmental > Terrestrial > Rock-dwelling (endoliths)
Gs0142033	1	Environmental > Aquatic > Non-marine Saline and Alkaline > Hypersaline > Sediment
Gs0142037	1	Engineered > Bioreactor > Aerobic
Gs0142043	1	Environmental > Aquatic > Thermal springs > Hot (42-90C) > Acidic
Gs0142044	1	Environmental > Aquatic > Freshwater > Pond > Sediment
Gs0142048	2	Environmental > Aquatic > Marine|Environmental > Aquatic > Marine > Coastal
Gs0142052	1	Environmental > Aquatic > Marine > Intertidal zone > Mangrove sediment
Gs0142066	3	Environmental > Aquatic > Freshwater > Creek|Environmental > Aquatic > Freshwater > Groundwater|Environmental > Terrestrial > Deep subsurface > Aquifer
Gs0142086	1	Environmental > Terrestrial > Soil > Contaminated
Gs0142092	1	Environmental > Terrestrial > Soil > Agricultural land
Gs0142093	1	Environmental > Aquatic > Marine > Coastal > Sediment
Gs0142100	1	Environmental > Aquatic > Marine > Coastal
Gs0142139	1	Host-associated > Mollusca > Respiratory system > Gills
Gs0142140	1	Environmental > Aquatic > Marine
Gs0142142	1	Environmental > Terrestrial > Soil > Agricultural land
Gs0142143	2	Engineered > Lab culture > Culture media > Algae > Contaminated|Host-associated > Algae > Green algae
Gs0142144	1	Environmental > Terrestrial > Soil > Agricultural land
Gs0142145	2	Environmental > Terrestrial > Soil > Soil crust|Environmental > Terrestrial > Soil > Soil crust > Biological
Gs0142151	3	Environmental > Aquatic > Marine > Oceanic|Environmental > Aquatic > Marine > Oceanic > Sediment|Host-associated > Invertebrates > Cnidaria > Coral
Gs0142157	1	Environmental > Terrestrial > Cave
Gs0142187	1	Environmental > Aquatic > Non-marine Saline and Alkaline > Saline
Gs0142188	2	Environmental > Aquatic > Marine > Hypoxic zone|Environmental > Aquatic > Marine > Oceanic
Gs0142202	1	Environmental > Aquatic > Freshwater > Lake
Gs0142245	2	Engineered > Artificial ecosystem > Plant growth chamber > Soil|Host-associated > Plants > Roots > Rhizosphere
Gs0142246	1	Host-associated > Mammals > Digestive system > Stomach > Rumen
Gs0142247	1	Engineered > Food production > Fermented beverages
Gs0142248	1	Host-associated > Mammals: Human > Digestive system > Oral cavity > Saliva
Gs0142249	1	Host-associated > Porifera > Sponge
Gs0142250	1	Host-associated > Fish > Digestive system > Intestine
Gs0142251	1	Environmental > Aquatic > Marine > Oceanic > Abyssal plane
Gs0142252	1	Host-associated > Mammals > Integumentary system > Hoof > Surface
Gs0142253	2	Environmental > Terrestrial > Soil > Temperate forest > Bulk soil|Environmental > Terrestrial > Soil > Tropical forest > Bulk soil
Gs0142254	1	Host-associated > Mammals > Digestive system > Large intestine > Fecal
Gs0142255	1	Host-associated > Mammals > Respiratory system > Nasal cavity
Gs0142256	1	Environmental > Air > Outdoor Air
Gs0142257	1	Host-associated > Mammals > Digestive system > Large intestine
Gs0142258	2	Environmental > Terrestrial > Soil|Host-associated > Plants > Roots > Rhizosphere
Gs0142259	1	Host-associated > Mammals > Digestive system > Large intestine > Fecal
Gs0142260	1	Host-associated > Mammals > Digestive system > Large intestine > Fecal
Gs0142261	1	Environmental > Aquatic > Freshwater > Pond > Sediment
Gs0142262	8	Host-associated > Mammals > Digestive system > Large intestine > Rectum|Host-associated > Mammals > Digestive system > Oral cavity|Host-associated > Mammals > Reproductive system > Uterus|Host-associated > Mammals > Reproductive system > Uterus > Cervix|Host-associated > Mammals > Reproductive system > Vagina|Host-associated > Mammals > Respiratory system > Lung|Host-associated > Mammals > Respiratory system > Nasal cavity|Host-associated > Mammals > Respiratory system > Pharynx/Throat > Oropharynx
Gs0142263	1	Environmental > Terrestrial > Soil > Agricultural land
Gs0142264	1	Host-associated > Mammals > Digestive system > Large intestine > Cecum
Gs0142265	2	Host-associated > Mammals > Digestive system > Stomach > Rumen|Host-associated > Mammals > Digestive system > Stomach > Rumen: Ventral sac
Gs0142266	1	Environmental > Terrestrial > Soil
Gs0142267	2	Environmental > Aquatic > Marine > Oceanic|Host-associated > Invertebrates > Cnidaria > Coral
Gs0142268	2	Environmental > Aquatic > Marine > Intertidal zone > Coral reef|Host-associated > Porifera > Sponge
Gs0142269	1	Environmental > Terrestrial > Soil > Grasslands
Gs0142270	1	Environmental > Air > Indoor Air > Dust
Gs0142271	1	Host-associated > Mammals > Digestive system > Large intestine > Fecal
Gs0142272	1	Host-associated > Arthropoda: Insects > Larva > Whole body
Gs0142273	1	Host-associated > Birds > Digestive system > Large intestine > Ceca
Gs0142278	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0142279	1	Environmental > Aquatic > Marine > Intertidal zone > Salt marsh
Gs0142281	4	Host-associated > Mammals: Human > Circulatory system > Blood > Serum|Host-associated > Mammals: Human > Circulatory system > Blood > Whole blood|Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal|Host-associated > Mammals: Human > Respiratory system > Pharynx/Throat > Nasopharynx
Gs0142287	1	Engineered > Modeled > Simulated communities (microbial mixture)
Gs0142288	1	Engineered > Bioremediation > Hydrocarbon > Benzene > Bioreactor
Gs0142289	1	Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal
Gs0142290	1	Host-associated > Plants > Seeds
Gs0142291	1	Host-associated > Fungi > Lichen
Gs0142292	1	Environmental > Terrestrial > Soil
Gs0142293	1	Engineered > Food production > Meat products > Raw meat > Beef chop
Gs0142294	1	Host-associated > Arthropoda: Insects > Whole body > No head
Gs0142295	3	Host-associated > Mammals: Human > Digestive system > Biliary tract > Gallbladder: Bile|Host-associated > Mammals: Human > Digestive system > Large intestine > Fecal|Host-associated > Mammals: Human > Digestive system > Oral cavity > Saliva
Gs0142296	1	Environmental > Aquatic > Marine > Intertidal zone > Coral reef
Gs0142297	1	Environmental > Aquatic > Marine
Gs0142298	1	Environmental > Aquatic > Marine
Gs0142299	1	Environmental > Aquatic > Marine
Gs0142300	1	Host-associated > Birds > Digestive system > Large intestine > Ceca
Gs0142301	1	Environmental > Terrestrial > Soil > Agricultural land
Gs0142302	1	Engineered > Wastewater > Activated Sludge
Gs0142303	1	Environmental > Aquatic > Freshwater > Groundwater
Gs0142304	1	Host-associated > Mammals: Human > Digestive system > Oral cavity > Saliva
Gs0142305	1	Host-associated > Mammals > Digestive system > Large intestine > Fecal
Gs0142306	1	Environmental > Aquatic > Freshwater > Tap water
Gs0142307	1	Host-associated > Mammals > Digestive system > Large intestine > Fecal
Gs0142308	1	Environmental > Aquatic > Aquaculture
Gs0142309	1	Host-associated > Mammals > Respiratory system > Lung > Alveoli
Gs0142310	1	Environmental > Terrestrial > Soil
Gs0142311	1	Engineered > Wastewater > Nutrient removal > Biological phosphorus removal
Gs0142312	1	Engineered > Wastewater > Industrial wastewater > Agricultural wastewater
Gs0142313	1	Environmental > Aquatic > Thermal springs > Hot (42-90C)
Gs0142314	1	Environmental > Aquatic > Thermal springs > Hot (42-90C)
Gs0142315	1	Engineered > Food production > Fermented beverages
