canonical_path	ecosystem	ecosystem_category	ecosystem_type	ecosystem_subtype	specific_ecosystem	leaf_label	depth	gold_node_count	organism_count	study_count	biosample_count	total_assertions	gold_node_ids
Environmental > Terrestrial > Asphalt lakes	Environmental	Terrestrial	Asphalt lakes			Asphalt lakes	3	3	3	0	0	3	gold.ecosystem:3491|gold.ecosystem:4717|gold.ecosystem:4718
Environmental > Terrestrial > Soil > Boreal forest/Taiga	Environmental	Terrestrial	Soil	Boreal forest/Taiga		Boreal forest/Taiga	4	2	3	0	0	3	gold.ecosystem:6023|gold.ecosystem:7666
Environmental > Terrestrial > Soil > Contaminated > Uranium contaminated	Environmental	Terrestrial	Soil	Contaminated	Uranium contaminated	Uranium contaminated	5	1	3	0	0	3	gold.ecosystem:6003
Environmental > Terrestrial > Soil > Peat > Forest	Environmental	Terrestrial	Soil	Peat	Forest	Forest	5	1	3	0	0	3	gold.ecosystem:5817
Environmental > Terrestrial > Soil > Silt	Environmental	Terrestrial	Soil	Silt		Silt	4	2	3	0	0	3	gold.ecosystem:3812|gold.ecosystem:4227
Environmental > Terrestrial > Soil > Temperate forest	Environmental	Terrestrial	Soil	Temperate forest		Temperate forest	4	2	3	0	0	3	gold.ecosystem:6004|gold.ecosystem:7665
Environmental > Terrestrial > Soil > Tropical forest	Environmental	Terrestrial	Soil	Tropical forest		Tropical forest	4	2	3	0	0	3	gold.ecosystem:6014|gold.ecosystem:7291
Host-associated > Algae > Brown Algae > Embryo	Host-associated	Algae	Brown Algae	Embryo		Embryo	4	2	3	0	0	3	gold.ecosystem:7227|gold.ecosystem:7228
Host-associated > Algae > Dinoflagellates	Host-associated	Algae	Dinoflagellates			Dinoflagellates	3	3	3	0	0	3	gold.ecosystem:6977|gold.ecosystem:6978|gold.ecosystem:6979
Host-associated > Amphibia > Urinary system	Host-associated	Amphibia	Urinary system			Urinary system	3	3	3	0	0	3	gold.ecosystem:3561|gold.ecosystem:3640|gold.ecosystem:4085
Host-associated > Annelida > Digestive system > Digestive tube > Cast	Host-associated	Annelida	Digestive system	Digestive tube	Cast	Cast	5	1	3	0	0	3	gold.ecosystem:8175
Host-associated > Annelida > Intracellular endosymbionts > Trophosome	Host-associated	Annelida	Intracellular endosymbionts	Trophosome		Trophosome	4	2	3	0	0	3	gold.ecosystem:3893|gold.ecosystem:4334
Host-associated > Arthropoda: Crustaceans > Digestive system > Gut > Intestine	Host-associated	Arthropoda: Crustaceans	Digestive system	Gut	Intestine	Intestine	5	1	3	0	0	3	gold.ecosystem:7314
Host-associated > Arthropoda: Insects > Abdomen	Host-associated	Arthropoda: Insects	Abdomen			Abdomen	3	3	3	0	0	3	gold.ecosystem:7090|gold.ecosystem:7091|gold.ecosystem:7092
Host-associated > Arthropoda: Insects > Nymph/Instar	Host-associated	Arthropoda: Insects	Nymph/Instar			Nymph/Instar	3	3	3	0	0	3	gold.ecosystem:7374|gold.ecosystem:7377|gold.ecosystem:7378
Host-associated > Arthropoda: Insects > Nymph/Instar > Gut > Fecal	Host-associated	Arthropoda: Insects	Nymph/Instar	Gut	Fecal	Fecal	5	1	3	0	0	3	gold.ecosystem:7381
Host-associated > Birds > Integumentary system > Uropygial/Preen gland	Host-associated	Birds	Integumentary system	Uropygial/Preen gland		Uropygial/Preen gland	4	2	3	0	0	3	gold.ecosystem:7459|gold.ecosystem:7460
Host-associated > Endosymbionts	Host-associated	Endosymbionts				Endosymbionts	2	4	3	0	0	3	gold.ecosystem:3371|gold.ecosystem:4749|gold.ecosystem:4750|gold.ecosystem:4751
Host-associated > Fish > Olfactory system > Olfactory pit > Olfactory mucosa	Host-associated	Fish	Olfactory system	Olfactory pit	Olfactory mucosa	Olfactory mucosa	5	1	3	0	0	3	gold.ecosystem:7818
Host-associated > Fish > Reproductive system > Ovaries	Host-associated	Fish	Reproductive system	Ovaries		Ovaries	4	2	3	0	0	3	gold.ecosystem:6963|gold.ecosystem:6964
Host-associated > Mammals > Auditory/Hearing system > Outer ear	Host-associated	Mammals	Auditory/Hearing system	Outer ear		Outer ear	4	2	3	0	0	3	gold.ecosystem:6405|gold.ecosystem:6848
Host-associated > Mammals > Circulatory system > Blood > Serum	Host-associated	Mammals	Circulatory system	Blood	Serum	Serum	5	1	3	0	0	3	gold.ecosystem:6818
Host-associated > Mammals > Digestive system > Oral cavity > Periodontal pockets	Host-associated	Mammals	Digestive system	Oral cavity	Periodontal pockets	Periodontal pockets	5	1	3	0	0	3	gold.ecosystem:5017
Host-associated > Mammals > Fetus	Host-associated	Mammals	Fetus			Fetus	3	3	3	0	0	3	gold.ecosystem:7609|gold.ecosystem:7610|gold.ecosystem:7611
Host-associated > Mammals > Fetus > Fetal tissue	Host-associated	Mammals	Fetus	Fetal tissue		Fetal tissue	4	2	3	0	0	3	gold.ecosystem:7612|gold.ecosystem:7613
Host-associated > Mammals > Multiple systems > Multiple organs > Pooled tissues	Host-associated	Mammals	Multiple systems	Multiple organs	Pooled tissues	Pooled tissues	5	1	3	0	0	3	gold.ecosystem:6423
Host-associated > Mammals > Remains	Host-associated	Mammals	Remains			Remains	3	3	3	0	0	3	gold.ecosystem:6426|gold.ecosystem:8214|gold.ecosystem:8215
Host-associated > Mammals > Skeletal system > Bone > Bone marrow	Host-associated	Mammals	Skeletal system	Bone	Bone marrow	Bone marrow	5	1	3	0	0	3	gold.ecosystem:6375
Host-associated > Mammals > Urinary system > Urethra	Host-associated	Mammals	Urinary system	Urethra		Urethra	4	2	3	0	0	3	gold.ecosystem:6035|gold.ecosystem:6036
Host-associated > Mammals > Visual system > Conjunctiva	Host-associated	Mammals	Visual system	Conjunctiva		Conjunctiva	4	2	3	0	0	3	gold.ecosystem:6855|gold.ecosystem:6856
Host-associated > Mammals: Human > Circulatory system > Blood > Plasma	Host-associated	Mammals: Human	Circulatory system	Blood	Plasma	Plasma	5	1	3	0	0	3	gold.ecosystem:4416
Host-associated > Mammals: Human > Digestive system > Large intestine > Anorectal abscess	Host-associated	Mammals: Human	Digestive system	Large intestine	Anorectal abscess	Anorectal abscess	5	1	3	0	0	3	gold.ecosystem:6341
Host-associated > Mammals: Human > Digestive system > Large intestine > Descending colon	Host-associated	Mammals: Human	Digestive system	Large intestine	Descending colon	Descending colon	5	1	3	0	0	3	gold.ecosystem:5028
Host-associated > Mammals: Human > Digestive system > Oral cavity > Tooth	Host-associated	Mammals: Human	Digestive system	Oral cavity	Tooth	Tooth	5	1	3	0	0	3	gold.ecosystem:6331
Host-associated > Mammals: Human > Digestive system > Small intestine > Duodenum	Host-associated	Mammals: Human	Digestive system	Small intestine	Duodenum	Duodenum	5	1	3	0	0	3	gold.ecosystem:5023
Host-associated > Mammals: Human > Fetus > Amniotic sac > Amniotic fluid	Host-associated	Mammals: Human	Fetus	Amniotic sac	Amniotic fluid	Amniotic fluid	5	1	3	0	0	3	gold.ecosystem:6329
Host-associated > Mammals: Human > Lymphatic system > Spleen	Host-associated	Mammals: Human	Lymphatic system	Spleen		Spleen	4	2	3	0	0	3	gold.ecosystem:5084|gold.ecosystem:5085
Host-associated > Mammals: Human > Lymphatic system > Tonsils	Host-associated	Mammals: Human	Lymphatic system	Tonsils		Tonsils	4	2	3	0	0	3	gold.ecosystem:6141|gold.ecosystem:6520
Host-associated > Mammals: Human > Malignant tumor > Carcinoma > Squamous cell carcinoma	Host-associated	Mammals: Human	Malignant tumor	Carcinoma	Squamous cell carcinoma	Squamous cell carcinoma	5	1	3	0	0	3	gold.ecosystem:6198
Host-associated > Mammals: Human > Nervous system > Brain > Abscess	Host-associated	Mammals: Human	Nervous system	Brain	Abscess	Abscess	5	1	3	0	0	3	gold.ecosystem:6343
Host-associated > Mammals: Human > Reproductive system > Prostate	Host-associated	Mammals: Human	Reproductive system	Prostate		Prostate	4	2	3	0	0	3	gold.ecosystem:5018|gold.ecosystem:5019
Host-associated > Mammals: Human > Respiratory system > Nasal cavity > Anterior nares	Host-associated	Mammals: Human	Respiratory system	Nasal cavity	Anterior nares	Anterior nares	5	1	3	0	0	3	gold.ecosystem:6091
Host-associated > Mammals: Human > Skeletal system > Joint capsule > Synovial fluid	Host-associated	Mammals: Human	Skeletal system	Joint capsule	Synovial fluid	Synovial fluid	5	1	3	0	0	3	gold.ecosystem:6321
Host-associated > Plants > Phyllosphere > Carposphere > Endophytes	Host-associated	Plants	Phyllosphere	Carposphere	Endophytes	Endophytes	5	1	3	0	0	3	gold.ecosystem:5265
Host-associated > Plants > Phyllosphere > Carposphere > Surface	Host-associated	Plants	Phyllosphere	Carposphere	Surface	Surface	5	1	3	0	0	3	gold.ecosystem:8177
Host-associated > Plants > Phyllosphere > Petiole	Host-associated	Plants	Phyllosphere	Petiole		Petiole	4	2	3	0	0	3	gold.ecosystem:5319|gold.ecosystem:5320
Host-associated > Plants > Rhizome > Bulb	Host-associated	Plants	Rhizome	Bulb		Bulb	4	2	3	0	0	3	gold.ecosystem:5415|gold.ecosystem:5416
Engineered > Artificial ecosystem > Mesocosm	Engineered	Artificial ecosystem	Mesocosm			Mesocosm	3	3	2	0	0	2	gold.ecosystem:6456|gold.ecosystem:7288|gold.ecosystem:7289
Engineered > Artificial ecosystem > Vivarium > Freshwater aquarium	Engineered	Artificial ecosystem	Vivarium	Freshwater aquarium		Freshwater aquarium	4	2	2	0	0	2	gold.ecosystem:8025|gold.ecosystem:8026
Engineered > Bioreactor > Anaerobic > Thermophilic digester	Engineered	Bioreactor	Anaerobic	Thermophilic digester		Thermophilic digester	4	2	2	0	0	2	gold.ecosystem:6484|gold.ecosystem:6485
Engineered > Bioreactor > MBR (Membrane bioreactor) > Produced water > Sludge	Engineered	Bioreactor	MBR (Membrane bioreactor)	Produced water	Sludge	Sludge	5	1	2	0	0	2	gold.ecosystem:5506
Engineered > Bioremediation > Hydrocarbon > Methane	Engineered	Bioremediation	Hydrocarbon	Methane		Methane	4	2	2	0	0	2	gold.ecosystem:4451|gold.ecosystem:4452
Engineered > Built environment > Canal > Town canal > Sediment	Engineered	Built environment	Canal	Town canal	Sediment	Sediment	5	1	2	0	0	2	gold.ecosystem:8524
Engineered > Built environment > Cement wall	Engineered	Built environment	Cement wall			Cement wall	3	3	2	0	0	2	gold.ecosystem:4810|gold.ecosystem:4811|gold.ecosystem:4812
Engineered > Built environment > Monument	Engineered	Built environment	Monument			Monument	3	3	2	0	0	2	gold.ecosystem:7125|gold.ecosystem:7142|gold.ecosystem:7143
Engineered > Built environment > Oil refinery > Crude oil sludge > Petroleum sludge	Engineered	Built environment	Oil refinery	Crude oil sludge	Petroleum sludge	Petroleum sludge	5	1	2	0	0	2	gold.ecosystem:4868
Engineered > Drugs production > Drugs/Supplements	Engineered	Drugs production	Drugs/Supplements			Drugs/Supplements	3	3	2	0	0	2	gold.ecosystem:8294|gold.ecosystem:8295|gold.ecosystem:8296
Engineered > Food production > Bread production > Bread	Engineered	Food production	Bread production	Bread		Bread	4	2	2	0	0	2	gold.ecosystem:6107|gold.ecosystem:6108
Engineered > Food production > Fish products > Salted fish	Engineered	Food production	Fish products	Salted fish		Salted fish	4	2	2	0	0	2	gold.ecosystem:6971|gold.ecosystem:6972
Engineered > Food production > Meat products > Cooked meat	Engineered	Food production	Meat products	Cooked meat		Cooked meat	4	2	2	0	0	2	gold.ecosystem:6494|gold.ecosystem:6913
Engineered > Food production > Seafood product > Frozen seafood > Frozen shrimp	Engineered	Food production	Seafood product	Frozen seafood	Frozen shrimp	Frozen shrimp	5	1	2	0	0	2	gold.ecosystem:7232
Engineered > Modeled	Engineered	Modeled				Modeled	2	4	2	0	0	2	gold.ecosystem:2894|gold.ecosystem:3530|gold.ecosystem:3869|gold.ecosystem:4307
Engineered > Modeled > Simulated communities (microbial mixture)	Engineered	Modeled	Simulated communities (microbial mixture)			Simulated communities (microbial mixture)	3	3	2	0	0	2	gold.ecosystem:3531|gold.ecosystem:3870|gold.ecosystem:4308
Engineered > Solid waste > Agricultural waste	Engineered	Solid waste	Agricultural waste			Agricultural waste	3	3	2	0	0	2	gold.ecosystem:4908|gold.ecosystem:8406|gold.ecosystem:8407
Engineered > Solid waste > Animal waste > Guano	Engineered	Solid waste	Animal waste	Guano		Guano	4	2	2	0	0	2	gold.ecosystem:6471|gold.ecosystem:6472
Engineered > Solid waste > Brown waste	Engineered	Solid waste	Brown waste			Brown waste	3	3	2	0	0	2	gold.ecosystem:6982|gold.ecosystem:8201|gold.ecosystem:8202
Engineered > Solid waste > Feedstock > Composting	Engineered	Solid waste	Feedstock	Composting		Composting	4	2	2	0	0	2	gold.ecosystem:4892|gold.ecosystem:4893
Engineered > Solid waste > Food waste	Engineered	Solid waste	Food waste			Food waste	3	3	2	0	0	2	gold.ecosystem:4946|gold.ecosystem:7965|gold.ecosystem:7966
Engineered > WWTP > Aerobic digester > Activated sludge	Engineered	WWTP	Aerobic digester	Activated sludge		Activated sludge	4	2	2	0	0	2	gold.ecosystem:5673|gold.ecosystem:5674
Engineered > Wastewater > Nutrient removal > Nitrogen removal	Engineered	Wastewater	Nutrient removal	Nitrogen removal		Nitrogen removal	4	2	2	0	0	2	gold.ecosystem:3828|gold.ecosystem:4255
Environmental > Aquatic > Acidic > Acidic hypersaline lake > Sediment	Environmental	Aquatic	Acidic	Acidic hypersaline lake	Sediment	Sediment	5	1	2	0	0	2	gold.ecosystem:7988
Environmental > Aquatic > Acidic > River > Sediment	Environmental	Aquatic	Acidic	River	Sediment	Sediment	5	1	2	0	0	2	gold.ecosystem:8510
Environmental > Aquatic > Aquaculture > Shrimp pond	Environmental	Aquatic	Aquaculture	Shrimp pond		Shrimp pond	4	2	2	0	0	2	gold.ecosystem:5362|gold.ecosystem:5363
Environmental > Aquatic > Deep subsurface > Groundwater > Freshwater	Environmental	Aquatic	Deep subsurface	Groundwater	Freshwater	Freshwater	5	1	2	0	0	2	gold.ecosystem:6046
Environmental > Aquatic > Freshwater > Groundwater > Cave water	Environmental	Aquatic	Freshwater	Groundwater	Cave water	Cave water	5	1	2	0	0	2	gold.ecosystem:4167
Environmental > Aquatic > Freshwater > River > Plankton	Environmental	Aquatic	Freshwater	River	Plankton	Plankton	5	1	2	0	0	2	gold.ecosystem:5346
Environmental > Aquatic > Freshwater > Snow	Environmental	Aquatic	Freshwater	Snow		Snow	4	2	2	0	0	2	gold.ecosystem:8401|gold.ecosystem:8402
Environmental > Aquatic > Marine > Coastal > Sand	Environmental	Aquatic	Marine	Coastal	Sand	Sand	5	1	2	0	0	2	gold.ecosystem:8495
Environmental > Aquatic > Marine > Deepwater/Brine lake	Environmental	Aquatic	Marine	Deepwater/Brine lake		Deepwater/Brine lake	4	2	2	0	0	2	gold.ecosystem:8051|gold.ecosystem:8052
Environmental > Aquatic > Marine > Fjord	Environmental	Aquatic	Marine	Fjord		Fjord	4	2	2	0	0	2	gold.ecosystem:5354|gold.ecosystem:5355
Environmental > Aquatic > Marine > Intertidal zone > Microbialites	Environmental	Aquatic	Marine	Intertidal zone	Microbialites	Microbialites	5	1	2	0	0	2	gold.ecosystem:4019
Environmental > Aquatic > Marine > Ocean trench	Environmental	Aquatic	Marine	Ocean trench		Ocean trench	4	2	2	0	0	2	gold.ecosystem:5388|gold.ecosystem:5389
Environmental > Aquatic > Non-marine Saline and Alkaline > Hypersaline soda lake > Microbial mats	Environmental	Aquatic	Non-marine Saline and Alkaline	Hypersaline soda lake	Microbial mats	Microbial mats	5	1	2	0	0	2	gold.ecosystem:7886
Environmental > Aquatic > Non-marine Saline and Alkaline > Saline > Epilimnion	Environmental	Aquatic	Non-marine Saline and Alkaline	Saline	Epilimnion	Epilimnion	5	1	2	0	0	2	gold.ecosystem:3977
Environmental > Aquatic > Non-marine Saline and Alkaline > Sub-saline lake > Sediment	Environmental	Aquatic	Non-marine Saline and Alkaline	Sub-saline lake	Sediment	Sediment	5	1	2	0	0	2	gold.ecosystem:7920
Environmental > Aquatic > Thermal springs > Geothermal pool/Hot lake > Sediment	Environmental	Aquatic	Thermal springs	Geothermal pool/Hot lake	Sediment	Sediment	5	1	2	0	0	2	gold.ecosystem:8065
Environmental > Aquatic > Thermal springs > Microbial mats	Environmental	Aquatic	Thermal springs	Microbial mats		Microbial mats	4	2	2	0	0	2	gold.ecosystem:8105|gold.ecosystem:8106
Environmental > Aquatic > Thermal springs > Warm (34-42C) > Sediment	Environmental	Aquatic	Thermal springs	Warm (34-42C)	Sediment	Sediment	5	1	2	0	0	2	gold.ecosystem:3988
Environmental > Terrestrial > Asphalt lakes > Tar	Environmental	Terrestrial	Asphalt lakes	Tar		Tar	4	2	2	0	0	2	gold.ecosystem:3802|gold.ecosystem:4195
Environmental > Terrestrial > Cave > Wall	Environmental	Terrestrial	Cave	Wall		Wall	4	2	2	0	0	2	gold.ecosystem:4642|gold.ecosystem:4822
Environmental > Terrestrial > Cave > Wall > Biofilm	Environmental	Terrestrial	Cave	Wall	Biofilm	Biofilm	5	1	2	0	0	2	gold.ecosystem:4643
Environmental > Terrestrial > Deep subsurface > Cave > Wall biofilm	Environmental	Terrestrial	Deep subsurface	Cave	Wall biofilm	Wall biofilm	5	1	2	0	0	2	gold.ecosystem:5970
Environmental > Terrestrial > Deep subsurface > Fracking water	Environmental	Terrestrial	Deep subsurface	Fracking water		Fracking water	4	2	2	0	0	2	gold.ecosystem:4532|gold.ecosystem:4533
Environmental > Terrestrial > Deep subsurface > Oil well	Environmental	Terrestrial	Deep subsurface	Oil well		Oil well	4	2	2	0	0	2	gold.ecosystem:4604|gold.ecosystem:4605
Environmental > Terrestrial > Deep subsurface > Sub-seafloor > Sediment core	Environmental	Terrestrial	Deep subsurface	Sub-seafloor	Sediment core	Sediment core	5	1	2	0	0	2	gold.ecosystem:8243
Environmental > Terrestrial > Geologic > Sediment	Environmental	Terrestrial	Geologic	Sediment		Sediment	4	2	2	0	0	2	gold.ecosystem:4542|gold.ecosystem:4543
Environmental > Terrestrial > Nest > Insects nest > Beehive: Honey	Environmental	Terrestrial	Nest	Insects nest	Beehive: Honey	Beehive: Honey	5	1	2	0	0	2	gold.ecosystem:7277
Environmental > Terrestrial > Soil > Fossil	Environmental	Terrestrial	Soil	Fossil		Fossil	4	2	2	0	0	2	gold.ecosystem:4417|gold.ecosystem:4418
Environmental > Terrestrial > Soil > Glacier > Glacier forefield	Environmental	Terrestrial	Soil	Glacier	Glacier forefield	Glacier forefield	5	1	2	0	0	2	gold.ecosystem:7974
Environmental > Terrestrial > Soil > Grasslands > Bulk soil	Environmental	Terrestrial	Soil	Grasslands	Bulk soil	Bulk soil	5	1	2	0	0	2	gold.ecosystem:5870
Environmental > Terrestrial > Soil > Grasslands > Pasture	Environmental	Terrestrial	Soil	Grasslands	Pasture	Pasture	5	1	2	0	0	2	gold.ecosystem:7702
Environmental > Terrestrial > Soil > Loam > Contaminated	Environmental	Terrestrial	Soil	Loam	Contaminated	Contaminated	5	1	2	0	0	2	gold.ecosystem:4243
Environmental > Terrestrial > Soil > Loam > Grasslands	Environmental	Terrestrial	Soil	Loam	Grasslands	Grasslands	5	1	2	0	0	2	gold.ecosystem:4238
Environmental > Terrestrial > Soil > Orchard	Environmental	Terrestrial	Soil	Orchard		Orchard	4	2	2	0	0	2	gold.ecosystem:7683|gold.ecosystem:7685
Environmental > Terrestrial > Soil > Sand > Forest soil	Environmental	Terrestrial	Soil	Sand	Forest soil	Forest soil	5	1	2	0	0	2	gold.ecosystem:4224
Environmental > Terrestrial > Soil > Sand > Grasslands	Environmental	Terrestrial	Soil	Sand	Grasslands	Grasslands	5	1	2	0	0	2	gold.ecosystem:4223
Environmental > Terrestrial > Soil > Unclassified > Tropical rainforest	Environmental	Terrestrial	Soil		Tropical rainforest	Tropical rainforest	5	1	2	0	0	2	gold.ecosystem:4216
Host-associated > Algae > Brown Algae > Blade	Host-associated	Algae	Brown Algae	Blade		Blade	4	2	2	0	0	2	gold.ecosystem:8208|gold.ecosystem:8209
Host-associated > Algae > Red algae > Sporeling	Host-associated	Algae	Red algae	Sporeling		Sporeling	4	2	2	0	0	2	gold.ecosystem:7223|gold.ecosystem:7224
Host-associated > Amphibia > Urinary system > Kidney	Host-associated	Amphibia	Urinary system	Kidney		Kidney	4	2	2	0	0	2	gold.ecosystem:5147|gold.ecosystem:5148
Host-associated > Annelida > Digestive system > Crop	Host-associated	Annelida	Digestive system	Crop		Crop	4	2	2	0	0	2	gold.ecosystem:5069|gold.ecosystem:5070
Host-associated > Annelida > Excretory system > Nephridia	Host-associated	Annelida	Excretory system	Nephridia		Nephridia	4	2	2	0	0	2	gold.ecosystem:5194|gold.ecosystem:5195
Host-associated > Arthropoda: Crustaceans > Respiratory system > Gill/Bronchial chamber	Host-associated	Arthropoda: Crustaceans	Respiratory system	Gill/Bronchial chamber		Gill/Bronchial chamber	4	2	2	0	0	2	gold.ecosystem:7263|gold.ecosystem:7265
Host-associated > Arthropoda: Crustaceans > Respiratory system > Gill/Bronchial chamber > Gills	Host-associated	Arthropoda: Crustaceans	Respiratory system	Gill/Bronchial chamber	Gills	Gills	5	1	2	0	0	2	gold.ecosystem:7264
